genres,original_title,overview,ratings,votes,overview_new
Drama,ms. white light,"Ms. White Light is the story of Lex Cordova, a young woman who counsels terminally ill clients that have trouble letting go. While proving uniquely talented in her ability to connect with ...                See full summary »",6.1,184,"ms. white light story lex cordova, young woman counsel terminally ill client trouble letting go. proving uniquely talented ability connect ... see full summary »"
Thriller,fatal friend request,"Vanessa proudly shares all her personal information, selfies and family photos with her online friends and is thrilled to welcome her 10,000th follower. Little does she know that her new ...                See full summary »",5.1,161,"vanessa proudly share personal information, selfies family photo online friend thrilled welcome 10,000th follower. little know new ... see full summary »"
Drama  Romance,better than love,A reluctant drug dealer strives to elevate his friend's lives while the addictive forces of an ignorant OxyContin prescription corrodes his own.,5.2,158,reluctant drug dealer strives elevate friend's life addictive force ignorant oxycontin prescription corrodes own.
Romance,christmas at the chateau,"How will 3 sisters save the Shakespeare Chateau, historic mansion and beloved family home, from a corrupt bank that threatens to foreclose on Christmas Day? Especially when one of them falls in love with one of the bankers.",3.8,174,"3 sister save shakespeare chateau, historic mansion beloved family home, corrupt bank threatens foreclose christmas day? especially one fall love one bankers."
Adventure  Horror,mummy reborn,A group of teens face an ancient enemy of the past when they wake a powerful Mummy from its tomb in an attempt to steal his cursed amulet.,2.1,337,group teen face ancient enemy past wake powerful mummy tomb attempt steal cursed amulet.
Comedy  Drama  Music,motreb,"Ibrahim is a nightclub singer who, like other singers of that era and is being removed from the scene with the 1979 revolution. Eventually he becomes the singer of various ceremonies but he doesn't agree with them to be called Motreb.",4.5,1136,"ibrahim nightclub singer who, like singer era removed scene 1979 revolution. eventually becomes singer various ceremony agree called motreb."
Animation  Adventure  Fantasy,xiong chu mo: yuan shi shi dai,Boonie bears and bareheaded Qiang blast into primitive times and experience a period of exciting and breathtaking time in a primitive tribe.,5.3,122,boonie bear bareheaded qiang blast primitive time experience period exciting breathtaking time primitive tribe.
Crime  Drama,black hand,"When a wealthy entrepreneur dies in an accident, a journalist and a veteran detective team up to uncover the truth. Not everything is as it seems as the trail leads them to a criminal organization.",6.4,10,"wealthy entrepreneur dy accident, journalist veteran detective team uncover truth. everything seems trail lead criminal organization."
Horror  Thriller,misteri dilaila,"Jefri's wife, Dilaila, goes missing on their vacation and when she is found, he discovers the woman is not her even though she insists that she is.",5.3,154,"jefri's wife, dilaila, go missing vacation found, discovers woman even though insists is."
Drama,sunny daze,A life-altering friendship is formed between a man and 11 year old child after the passing of the boy's father.,5.9,81,life-altering friendship formed man 11 year old child passing boy's father.
Thriller,killer reputation,"A public relations maven takes pride in her low profile and reputation. However, she risks both to help a fading action star, who is also her college sweetheart, after he is accused of killing his ex-wife.",4.9,112,"public relation maven take pride low profile reputation. however, risk help fading action star, also college sweetheart, accused killing ex-wife."
Comedy  Drama,três verões,"Over a trio of summers, a caretaker for luxury condominiums relies on her resourcefulness and her eye for opportunity to take advantage of whatever comes her way as her employers are caught in major corruption scandals.",6.3,284,"trio summers, caretaker luxury condominium relies resourcefulness eye opportunity take advantage whatever come way employer caught major corruption scandals."
Horror,robert reborn,"In 1951 USSR, infamous killer doll Robert battles Stalin's henchmen on board a plane.",3.1,360,"1951 ussr, infamous killer doll robert battle stalin's henchman board plane."
Drama  Mystery  Thriller,the dunes,"When a domestic counselor's ex-wife attempts to move to the other side of the country with their son and new boyfriend, he decides to do whatever is necessary to keep it from happening.",3.8,76,"domestic counselor's ex-wife attempt move side country son new boyfriend, decides whatever necessary keep happening."
Comedy,back to the goode life,Francesca Goode is a successful New York banker who goes from being a Boss to being Broke overnight after the feds freeze all her assets when she's wrongfully blamed for unethical banking ...                See full summary »,5.9,71,francesca goode successful new york banker go bos broke overnight fed freeze asset wrongfully blamed unethical banking ... see full summary »
Drama  Thriller,by dawn,A former marine suffering from severe PTSD prepares his family for war as the deadline for an alien invasion approaches.,3.8,51,former marine suffering severe ptsd prepares family war deadline alien invasion approaches.
Animation  Action  Comedy,die heinzels - rückkehr der heinzelmännchen,The legendary Elfkins (Heinzelmännchen) of Cologne were gnomes secretly helping craftsmen at night until they were ousted by a tailor's malevolent wife 200 years ago. This is the story of their return.,6.1,224,legendary elfkins (heinzelmännchen) cologne gnome secretly helping craftsman night ousted tailor's malevolent wife 200 year ago. story return.
Drama  History  Mystery,the lumber baron,"At the turn of the century lumber was a booming industry in a savage land. Upon the unexpected death of his father, Daniel Rimsdale returns home to try to salvage the floundering family ...                See full summary »",6.5,59,"turn century lumber booming industry savage land. upon unexpected death father, daniel rimsdale return home try salvage floundering family ... see full summary »"
Family,puppy swap: love unleashed,"A heartwarming family film about an engaged couple that adopts two puppies. When the couple splits up, the puppies hatch a plan to bring the two back together.",5.8,92,"heartwarming family film engaged couple adopts two puppies. couple split up, puppy hatch plan bring two back together."
Horror  Thriller,hell of a night,"After moving to a new town, a young college student retreats to the country for a weekend of solace when she quickly finds out that she is not alone and needs to fight for her life.",3.4,241,"moving new town, young college student retreat country weekend solace quickly find alone need fight life."
Horror  Mystery  Thriller,the lurker,"A group of theatre students, celebrating their final show, begin to slowly disappear one at a time.",3.1,201,"group theatre students, celebrating final show, begin slowly disappear one time."
Drama,stoke,A struggling tourist hires two wannabe tour guides to take her to an active volcano.,8.2,12,struggling tourist hire two wannabe tour guide take active volcano.
Mystery,blind truth,"Obsessed with the murder of his friend, an FBI agent tracks down the killer who has resurfaced after 25 years of dormancy.",4.6,17,"obsessed murder friend, fbi agent track killer resurfaced 25 year dormancy."
Crime  Drama  Thriller,last ferry,"When a young gay lawyer arrives on Fire Island to explore his sexuality, he becomes witness to a murder after being drugged. A stranger helps him to safety, but he soon discovers his savior is friends with the killer.",5.2,998,"young gay lawyer arrives fire island explore sexuality, becomes witness murder drugged. stranger help safety, soon discovers savior friend killer."
Romance,christmas coupon,Alison Grant begins teaching ice skating students on a friend's frozen pond after being fired from her rink job. On the first day of class her old high school sweetheart and now famous ...                See full summary »,3.5,136,alison grant begin teaching ice skating student friend's frozen pond fired rink job. first day class old high school sweetheart famous ... see full summary »
Adventure  Comedy,my stupid boss 2,"Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.",6.6,367,"bossman employee go vietnam find new worker company, instead getting new worker got lot new troubles."
Comedy  Crime,chasing molly,"Molly, a paranormal con artist who cleans people of their valuables instead of their demons, accidentally rips off a drug kingpin. She now has to save her kidnapped partner and herself while battling through the underbelly of Los Angeles.",5.3,745,"molly, paranormal con artist clean people valuable instead demons, accidentally rip drug kingpin. save kidnapped partner battling underbelly los angeles."
Fantasy  Horror  Sci-Fi,the hill and the hole,"Working one last job for the Bureau of Land Management, archaeologist TOM DIGBY finds himself confronted with a strange man-made hill on an old ranch in a remote corner of New Mexico. After...                See full summary »",3.8,142,"working one last job bureau land management, archaeologist tom digby find confronted strange man-made hill old ranch remote corner new mexico. after... see full summary »"
Animation  Action  Adventure,meitantei conan: konjo no fisuto,"The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it,...                See full summary »",6.2,1163,"world's greatest blue sapphire, ""blue lapis fist"", said sunk pirate ship late 19th century, coast singapore. local millionaire plot retrieve it,... see full summary »"
Thriller,stranger in the night,Cara is given the ultimatum to uncover a twenty year old missing person case or else her and her friends are going to die.,4.6,121,cara given ultimatum uncover twenty year old missing person case else friend going die.
Comedy  Drama  Music,initials sg,"An aging, Argentine, Serge Gainsbourg wannabe struggles to deal with a career he can't seem to get on track, an affair he doesn't want and a crime he didn't mean to commit.",6.1,247,"aging, argentine, serge gainsbourg wannabe struggle deal career can't seem get track, affair want crime mean commit."
Drama,what are the odds?,"Follows a day in the life of a high-spirited teenager, Vivek who commits a small and clunky crime as a mark of ""protest"", which leads to her striking an unexpected friendship with well-behaved, always saving the day, head boy, Ashwin.",5.3,577,"follows day life high-spirited teenager, vivek commits small clunky crime mark ""protest"", lead striking unexpected friendship well-behaved, always saving day, head boy, ashwin."
Comedy,selvhenter,Two estranged brothers embark on a road trip through Southern Europe in order to bring the body of their late father back to Denmark.,6.0,572,two estranged brother embark road trip southern europe order bring body late father back denmark.
Comedy,angrily ever after,"Tia Logan is the envy of every woman and desire of every man. She is young, gorgeous and about to have it all. Aside from securing the coveted morning news anchor position at WBX DC ...                See full summary »",5.2,109,"tia logan envy every woman desire every man. young, gorgeous all. aside securing coveted morning news anchor position wbx dc ... see full summary »"
Romance,parineeta,"A chirpy and jovial teenager, Mehul, whose higher secondary finals are at the doorstep while her infatuation over her tutor cum neighbour Babai da, is in ascend. He is an exceptional ...                See full summary »",7.3,1070,"chirpy jovial teenager, mehul, whose higher secondary final doorstep infatuation tutor cum neighbour babai da, ascend. exceptional ... see full summary »"
Drama,8 slices,"A new hire joins a small town pizza restaurant just as the business fails and its employees question the ""American Dream.""",5.7,60,"new hire join small town pizza restaurant business fails employee question ""american dream."""
Action  Drama  Sci-Fi,out of time,"Three mysterious figures emerge from the Mojave Desert and make their way to Los Angeles, leaving a trail of bodies in their path. To thwart their plans for global genocide, a mysteriously ...                See full summary »",6.8,9,"three mysterious figure emerge mojave desert make way los angeles, leaving trail body path. thwart plan global genocide, mysteriously ... see full summary »"
Comedy  Musical  Romance,manifest destiny down: spacetime,An awkward physics genius and an ex-Catholic sorority girl wake up after blacking out Halloween night to discover they missed the evacuation of Earth. A mystery agent pursues their Theory of Everything as they try to save humanity from AI.,4.3,227,awkward physic genius ex-catholic sorority girl wake blacking halloween night discover missed evacuation earth. mystery agent pursues theory everything try save humanity ai.
Comedy  Drama,we used to know each other,"Amid the dried out-and-dead desert oasis of suburban Las Vegas, and after three years apart, a young couple decides it's finally time to move in with each other and take their relationship to the next level.",6.5,55,"amid dried out-and-dead desert oasis suburban la vegas, three year apart, young couple decides finally time move take relationship next level."
Action  Drama  Thriller,my stretch of texas ground,A Texas Sheriff must defend his small town from a terror threat.,6.6,40,texas sheriff must defend small town terror threat.
Drama,hold on,"Fighting to keep her dreams alive and save her brother from a life of addiction on Los Angeles' Skid Row, an overlooked singing prodigy embarks on an unlikely journey with the son of a famed music manager.",8.1,28,"fighting keep dream alive save brother life addiction los angeles' skid row, overlooked singing prodigy embarks unlikely journey son famed music manager."
Horror,dark place,An anthology of horror tales filtered through the post-colonial experience of the aboriginal Australians.,6.2,47,anthology horror tale filtered post-colonial experience aboriginal australians.
Comedy  Drama  Romance,catching up,A romantically inexperienced man with muscular dystrophy struggles to win the love of his able-bodied crush while posing as a boyfriend for his closeted best friend.,6.8,52,romantically inexperienced man muscular dystrophy struggle win love able-bodied crush posing boyfriend closeted best friend.
Drama,easy land,"Follows a Serbian refugees mother and daughter, as they struggle to navigate the many obstacles facing newcomers to Canada.",6.1,221,"follows serbian refugee mother daughter, struggle navigate many obstacle facing newcomer canada."
Thriller,on-site,Nothing is what it seems when the manager of an apartment building becomes obsessed with a new couple who move in.,3.8,44,nothing seems manager apartment building becomes obsessed new couple move in.
Comedy,les fleurs oubliées,"Brother Marie-Victorin (Yves Jacques), author of the Laurentian Flora and founder of Montreal's Botanical Garden, is bored with heaven and decides to return earth to help Albert Payette (...                See full summary »",6.0,60,"brother marie-victorin (yves jacques), author laurentian flora founder montreal's botanical garden, bored heaven decides return earth help albert payette (... see full summary »"
Horror,unknown visitor,"After moving into a new house, a young woman experiences a terrifying series of encounters with something evil. The whole nightmare is captured on her door camera.",3.8,56,"moving new house, young woman experience terrifying series encounter something evil. whole nightmare captured door camera."
Drama  Thriller,turner risk,"A topical yet timeless story about the parallel impacts of both bullying and friendship, Turner Risk focuses on a troubled young man who sets out to effectively reboot his world by clearing out all the negative forces in it.",4.2,215,"topical yet timeless story parallel impact bullying friendship, turner risk focus troubled young man set effectively reboot world clearing negative force it."
Drama  Romance,what we don't say,"Ben, an aspiring cartoonist is closed off from a recent breakup. While lost in self doubt he meets vivacious and free spirited Juliette. They have an instant connection but she also has ...                See full summary »",6.5,31,"ben, aspiring cartoonist closed recent breakup. lost self doubt meet vivacious free spirited juliette. instant connection also ... see full summary »"
Comedy,loners,"A satire about a group of introverts who are scapegoated for violence and forced into a government group therapy program as part of its ""War On Loneliness."" Caught up in a conspiracy they stand up for their right to be alone - together.",5.9,219,"satire group introvert scapegoated violence forced government group therapy program part ""war loneliness."" caught conspiracy stand right alone together."
Crime  Drama  Romance,mithai,The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,4.3,86,dude abides must help two loser find thief twisted plot love fate.
Animation,fritzi: a revolutionary tale,"East Germany, 1989. Twelve-year-old Fritzi lovingly takes care of her best friend Sophie's little dog Sputnik, while Sophie's family is on summer vacation in Hungary. When Sophie doesn't ...                See full summary »",7.2,171,"east germany, 1989. twelve-year-old fritzi lovingly take care best friend sophie's little dog sputnik, sophie's family summer vacation hungary. sophie ... see full summary »"
Drama,the drowning of arthur braxton,The girl of his dreams won't come out of the pool and he's forgotten his trunks.,9.2,5,girl dream come pool he's forgotten trunks.
Western,sex terrorists on wheels,"When a biker gang terrorizes Esperanza County, Enyo, a Texas Ranger, undercover as a bad-ass outlaw biker babe teams up with old Ezra, the blind-sniper hermit and his seeing-eye coyote, Max...                See full summary »",6.1,21,"biker gang terrorizes esperanza county, enyo, texas ranger, undercover bad-ass outlaw biker babe team old ezra, blind-sniper hermit seeing-eye coyote, max... see full summary »"
Comedy  Drama,fourmi,"Théo would like to give some hope to his father, Laurent, a lonely alcoholic and disillusioned with life. The opportunity comes when Théo is about to be signed by Arsenal FC.",6.2,255,"théo would like give hope father, laurent, lonely alcoholic disillusioned life. opportunity come théo signed arsenal fc."
Comedy  Drama  Romance,as you like it,"After the overthrowing of Duke Senior by his tyrannical brother, Senior's daughter Rosalind disguises herself as a man and sets out to find her banished father while also counseling her clumsy suitor Orlando in the art of wooing.",5.3,28,"overthrowing duke senior tyrannical brother, senior's daughter rosalind disguise man set find banished father also counseling clumsy suitor orlando art wooing."
Music,metallica & san francisco symphony - s&m2,Metallica and the San Francisco Symphony perform a live concert together at Chase Center in San Francisco.,8.7,1266,metallica san francisco symphony perform live concert together chase center san francisco.
Action  Comedy,faci sau taci,"With the support of the Spanish authorities, the Romanian police are developing a bold and dangerous plan to unmask a criminal organization and capture the leader. The comedy settles with ...                See full summary »",4.7,486,"support spanish authorities, romanian police developing bold dangerous plan unmask criminal organization capture leader. comedy settle ... see full summary »"
Comedy  Crime  Thriller,paint it red,A pair of bank robbers knock off Bohemian tenants in search for their stolen loot.,4.5,146,pair bank robber knock bohemian tenant search stolen loot.
Adventure  Drama,flying cars,"Just weeks before his wedding, an aimless filmmaker stuck at an office job develops a secret obsession with radio-controlled car racing and meets a talented girl at the racetrack who agrees...                See full summary »",4.9,84,"week wedding, aimless filmmaker stuck office job develops secret obsession radio-controlled car racing meet talented girl racetrack agrees... see full summary »"
Drama,black conflux,"The seemingly separate lives of an anxious, disillusioned teen girl and a troubled, alienated man converge fatefully in this haunting exploration of womanhood, isolation, and toxic masculinity, set in 1980s Newfoundland.",6.6,114,"seemingly separate life anxious, disillusioned teen girl troubled, alienated man converge fatefully haunting exploration womanhood, isolation, toxic masculinity, set 1980s newfoundland."
Comedy  Drama  Fantasy,devil's daughter,The story of the devil's daughter who is seeking for God's forgiveness comes to earth to find a way to make up for what her father has done. Trying to find a medium to compensate for her ...                See full summary »,2.6,165,story devil's daughter seeking god's forgiveness come earth find way make father done. trying find medium compensate ... see full summary »
Mystery  Thriller,boi,"Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany ...                See full summary »",5.0,538,"boi young man starting new job chauffeur. anxiously waiting news girlfriend regarding decision could change lives, must accompany ... see full summary »"
Thriller,deadly screams of a naked siren,"A college news reporter sets out to interview the niece of the only living person to escape a gender-changing Siren, eleven years prior. As secrets and truths are exposed, it turns out the motives of both parties are shrouded in darkness.",3.8,17,"college news reporter set interview niece living person escape gender-changing siren, eleven year prior. secret truth exposed, turn motif party shrouded darkness."
Action  Comedy,merry men 2,"Things have changed for the charming foursome, the Merry Men. They've hung the boots on robbing the rich to give to the poor and focus squarely on running their businesses. AYO ALESINLOYE, ...                See full synopsis »",6.7,46,"thing changed charming foursome, merry men. they've hung boot robbing rich give poor focus squarely running businesses. ayo alesinloye, ... see full synopsis »"
Drama,the last earth girl,"After the announcement that the world will end in seven years, a young woman must decide what is truly important to her in life and what she is willing to sacrifice to reach her goals.",3.3,229,"announcement world end seven years, young woman must decide truly important life willing sacrifice reach goals."
Sci-Fi,crystal's shadow,"Stalked by a strange man in black and haunted by the memories of a manipulative mother, Crystal flees into the dark countryside seeking help. Little does she or her new friends realize her ...                See full summary »",2.9,100,"stalked strange man black haunted memory manipulative mother, crystal flees dark countryside seeking help. little new friend realize ... see full summary »"
Drama,trade the film,"Trade tells the story of two men, one a streetwise hustler, the other a straight-laced lawyer, who meet and form a relationship that brings to light who they really are.",5.5,55,"trade tell story two men, one streetwise hustler, straight-laced lawyer, meet form relationship brings light really are."
Drama  Musical  Romance,superstar,An aspiring actress falls in love with a big movie star.,5.7,494,aspiring actress fall love big movie star.
Drama,the last big save,"A professional hockey player signs a long-term sports contract, only to ruin it in his first year due to substance abuse. In the final year of his deal, he gets one last chance at redemption in game seven of the finals.",3.0,68,"professional hockey player sign long-term sport contract, ruin first year due substance abuse. final year deal, get one last chance redemption game seven finals."
Crime  Drama  Musical,high note,"Best friends Cliff and Otis plan to get rich quick by stealing from some of the most dangerous foes in the business: drug dealers. Going against the plan, the two spend the night partying, ...                See full summary »",4.9,53,"best friend cliff otis plan get rich quick stealing dangerous foe business: drug dealers. going plan, two spend night partying, ... see full summary »"
Drama  Romance,show me what you got,"A feature film about three young millennials who subtly challenge social norms surrounding love, questioning and expand acceptance of who we are and who we love.",6.8,37,"feature film three young millennials subtly challenge social norm surrounding love, questioning expand acceptance love."
Horror,the tombs,"A publicity stunt press night held at a world famous scare attraction turns real when deep in the bowls of the London Tombs, a restless spirit has awoken. Evil, relentless and seemingly unstoppable, it hunts down the attendees.",3.2,198,"publicity stunt press night held world famous scare attraction turn real deep bowl london tombs, restless spirit awoken. evil, relentless seemingly unstoppable, hunt attendees."
Action  Sci-Fi  Thriller,maximillian,"The secret team of assassins, the Shadows, are put to the test in an ultimate game of survival.",3.7,85,"secret team assassins, shadows, put test ultimate game survival."
Drama  Sci-Fi,anya,ANYA is a contemporary sci-fi love story about a newlywed couple who turn to a scientist for help having a baby and find themselves at the center of a genetic puzzle with far reaching implications and an ethically ambiguous solution.,3.9,120,anya contemporary sci-fi love story newlywed couple turn scientist help baby find center genetic puzzle far reaching implication ethically ambiguous solution.
Horror,blood myth,"A journalist desperately tries to find his missing fiancee and finally uncover the truth behind a sinister folklore, leading him down a dangerous road of discovery.",3.1,293,"journalist desperately try find missing fiancee finally uncover truth behind sinister folklore, leading dangerous road discovery."
Adventure  Comedy  Horror,posljednji srbin u hrvatskoj,"Croatia, seven years after bankruptcy. There is a fight going on in the world - water has become more precious than oil. In order to get hold of it, the powerful are ready to start wars, ...                See full summary »",6.0,1180,"croatia, seven year bankruptcy. fight going world water become precious oil. order get hold it, powerful ready start wars, ... see full summary »"
Comedy,fall girls,"Paige Davis has just gotten promoted to President of Sales at her job. After a night of partying, Paige and her girlfriends hilariously wakes up to a dead boss.",4.0,206,"paige davis gotten promoted president sale job. night partying, paige girlfriend hilariously wake dead boss."
Animation  Adventure  Romance,elcano y magallanes. la primera vuelta al mundo,Story of one of the most incredible adventures ever happened: the first trip around the world.,4.2,293,story one incredible adventure ever happened: first trip around world.
Drama,metamorphosis,"Metamorphosis is a documentary-style film giving the true account Bill Troester and the transformation he experienced by Jesus out of a life of violence, crime and drug addiction.",6.9,22,"metamorphosis documentary-style film giving true account bill troester transformation experienced jesus life violence, crime drug addiction."
Action,die for a dollar,"After killing his opponent in a boxing match, Rusty Tulloch quits fighting and hits the road. He becomes a trucker and avoids fighting -- terrified of throwing another punch. Broke and ...                See full summary »",3.4,11,"killing opponent boxing match, rusty tulloch quits fighting hit road. becomes trucker avoids fighting -- terrified throwing another punch. broke ... see full summary »"
Horror,a psycho's path,A small California desert town is being stalked by a motiveless psychopath who roams its streets killing at random. Captain Peters and his small police force are on the case searching for his whereabouts before he kills again.,4.3,89,small california desert town stalked motiveless psychopath roams street killing random. captain peter small police force case searching whereabouts kill again.
Biography  Drama  History,general,Follows the life of general Ante Gotovina.,3.0,1811,follows life general ante gotovina.
Adventure,dolphin kick,"On a tropical island vacation, a young boy's friendship with a playful and friendly dolphin helps him find the courage to get back in the water after the sudden loss of his mother.",4.4,269,"tropical island vacation, young boy's friendship playful friendly dolphin help find courage get back water sudden loss mother."
Action  Adventure  Family,adventure force 5,"When their quiet beach town is invaded by a mysterious threat, five kids - a gamer, comic book geek, inventor, skater and martial artist - must band together and use an arsenal of homemade gadgets to fight back.",5.0,163,"quiet beach town invaded mysterious threat, five kid gamer, comic book geek, inventor, skater martial artist must band together use arsenal homemade gadget fight back."
Action  Drama  Mystery,chui shao ren,"Following a fatal accident, a Chinese expatriate working for a mining company in Australia discovers that new technology developed by the company may be a health risk, and investigates a web of conspiracies in his search for the truth.",5.1,215,"following fatal accident, chinese expatriate working mining company australia discovers new technology developed company may health risk, investigates web conspiracy search truth."
Adventure,rumble strip,"When an ex mercenary's love is kidnapped, he must save her from its tyrannical leader, who he was fathered by.",3.2,36,"ex mercenary's love kidnapped, must save tyrannical leader, fathered by."
Comedy  Thriller,red letter day,"While adjusting to a new life in a quiet suburban community, a recently divorced mother and her two teens receive mysterious red letters instructing them each to kill or be killed.",4.3,572,"adjusting new life quiet suburban community, recently divorced mother two teen receive mysterious red letter instructing kill killed."
Thriller,darkness visible,"London-raised Ronnie returns to his home in India to discover his mother Suleka has died in mysterious circumstances. As he uncovers a series of similar past murders, Ronnie's own inner-darkness come to light.",5.6,320,"london-raised ronnie return home india discover mother suleka died mysterious circumstances. uncovers series similar past murders, ronnie's inner-darkness come light."
Crime  Drama,coming from insanity,"In the mid-nineties, a 12 year-old boy (KOSSI) with genius-level intelligence, is one of many children trafficked through the Nigerian borders from Togo. He ends up with the MARTINS, an ...                See full summary »",5.8,39,"mid-nineties, 12 year-old boy (kossi) genius-level intelligence, one many child trafficked nigerian border togo. end martins, ... see full summary »"
Drama,zrodzeni do szabli,"Set in Poland during the first half of XVII century, the epic documentary-drama ""Born for the saber"" tells the story of young knight Blazej Wronowski. Jan Jerlicz, a veteran of the ...                See full summary »",7.6,101,"set poland first half xvii century, epic documentary-drama ""born saber"" tell story young knight blazej wronowski. jan jerlicz, veteran ... see full summary »"
Thriller,survival box,Seven teenagers. Five months. Twenty feet underground. No exit. The gripping story of a handful of high school kids trapped in a wealthy Philadelphia family's backyard bunker.,3.1,601,seven teenagers. five months. twenty foot underground. exit. gripping story handful high school kid trapped wealthy philadelphia family's backyard bunker.
Drama,jwlwi - the seed,"Set in Assam's insurgency ridden 90s, Jwlwi- The Seed is a story of hope lost and found through resolute perseverance even in the face of seemingly insurmountable odds.",7.6,17,"set assam's insurgency ridden 90s, jwlwi- seed story hope lost found resolute perseverance even face seemingly insurmountable odds."
Comedy,smothered by mothers,"Bobby Davis, a wealthy football star, goes to bed one night secure in his wealth of almost one hundred million dollars and awakens the next morning almost broke. It appears that his ...                See full summary »",5.4,61,"bobby davis, wealthy football star, go bed one night secure wealth almost one hundred million dollar awakens next morning almost broke. appears ... see full summary »"
Crime  History,effigie - das gift und die stadt,1828: Two very different women collide in an age that has no place for either of them.,8.4,19,1828: two different woman collide age place either them.
Comedy,married young,"The story of a man, his pregnant wife and his animated alter ego, MARRIED YOUNG is a poignant comedy about what it takes for a husband not to be a selfish douche bag.",5.3,35,"story man, pregnant wife animated alter ego, married young poignant comedy take husband selfish douche bag."
Thriller,american criminal,"A filmmaker's dream, Blue Lives Matter will be one of the only movies ever to be filmed entirely in one shot ...A police officer, a prosecutor, a judge, and a forensic scientist conspire to...                See full summary »",6.3,307,"filmmaker's dream, blue life matter one movie ever filmed entirely one shot ...a police officer, prosecutor, judge, forensic scientist conspire to... see full summary »"
Crime  Mystery  Thriller,the pickup artist,The Curious Case of Missing Girls Investigated by a Maniac Cop.,8.8,83,curious case missing girl investigated maniac cop.
Family,the league of legend keepers: shadows,A horror film for children. A family of archaeologists find the fifth pendant that has been missing for centuries. Unfortunately a spirit has also been searching for this pendant. Once all ...                See full summary »,5.2,813,horror film children. family archaeologist find fifth pendant missing centuries. unfortunately spirit also searching pendant. ... see full summary »
Family,maybe i'm fine,"""Maybe I'm Fine"" is the story of a young girl, Sam Childs played by Isabella Blake-Thomas (from ""Once""), who is tasked with helping her mother, Denise, divorce her deadbeat musician ...                See full summary »",4.8,106,"""maybe i'm fine"" story young girl, sam child played isabella blake-thomas (from ""once""), tasked helping mother, denise, divorce deadbeat musician ... see full summary »"
Horror,one remains,"When a group of filmmakers trek deep into the woods to investigate a missing persons case, they inadvertently start a chain of events that lead to horrific consequences.",2.9,207,"group filmmaker trek deep wood investigate missing person case, inadvertently start chain event lead horrific consequences."
Comedy  Drama,road of bygones,"A feature-length film that explores the relationship between three women. Bobbi and Samantha are estranged sisters who seek to reconnect after hearing of the loss of their mother, and Ally,...                See full summary »",7.8,48,"feature-length film explores relationship three women. bobbi samantha estranged sister seek reconnect hearing loss mother, ally,... see full summary »"
Action  Crime  Thriller,among thieves,A group of thieves are stranded in a semi-trailer after the only member capable of driving the getaway truck dies during the heist.,4.3,128,group thief stranded semi-trailer member capable driving getaway truck dy heist.
Comedy,merveilles à montfermeil,"Emmanuelle Joly, mayor of Montfermeil, was elected on the background of an original political program. But the personal difficulties of the members of the municipal team rub off on the implementation of this unprecedented policy.",3.9,195,"emmanuelle joly, mayor montfermeil, elected background original political program. personal difficulty member municipal team rub implementation unprecedented policy."
Sci-Fi,ellipse,"A man and his dog are stranded on a volatile, oval-shaped planet and are forced to adapt and escape before time destroys them both.",2.6,214,"man dog stranded volatile, oval-shaped planet forced adapt escape time destroys both."
Comedy  Crime,dead fred,"When three women go to stay with their long-time gal pal, they get more than they bargained for when they discover their friend's missing husband is still in the house even though he's been supposedly ""missing"" for 4 years.",4.1,167,"three woman go stay long-time gal pal, get bargained discover friend's missing husband still house even though he's supposedly ""missing"" 4 years."
Animation  Adventure  Comedy,the knight and the princess,An unwavering young warrior's determination to save abducted women and children leads him to confront a brutal tyrant and his devious sorcerer.,5.7,282,unwavering young warrior's determination save abducted woman child lead confront brutal tyrant devious sorcerer.
Drama,ainda temos a imensidão da noite,"Karen sings and plays the trumpet in a vigorous rock band in Brasilia, but no one there is interested in it. At 27, she has lost hope in the city her grandfather helped to build. She ...                See full summary »",7.1,42,"karen sings play trumpet vigorous rock band brasilia, one interested it. 27, lost hope city grandfather helped build. ... see full summary »"
Animation  Adventure  Comedy,norm of the north: king sized adventure,"An ancient Chinese artifact has been stolen by a villainous archaeologist named Dexter. With the help of his Lemming friends, Norm must keep his word and embark on a journey across the ...                See full summary »",3.3,319,"ancient chinese artifact stolen villainous archaeologist named dexter. help lemming friends, norm must keep word embark journey across ... see full summary »"
Drama,draupadi unleashed,"The story of a young woman, in 1930s British India, seeking an identity of her own against an arranged marriage and the manipulations of a powerful guru. Bringing to life the struggles of 3 generations of women in a male dominated society.",5.1,41,"story young woman, 1930s british india, seeking identity arranged marriage manipulation powerful guru. bringing life struggle 3 generation woman male dominated society."
Action  Comedy  Romance,hippi,Hippi is about the live-in relationship between an energetic youngster and a confident girl.,5.0,131,hippi live-in relationship energetic youngster confident girl.
Drama,"out of sight, out of mind","Travis's tight social group of friends and lovers splits apart when his childhood friend, O'Brien becomes severely mentally ill. Now alone, the characters go their separate ways: Travis ...                See full summary »",5.7,28,"travis's tight social group friend lover split apart childhood friend, o'brien becomes severely mentally ill. alone, character go separate ways: travis ... see full summary »"
